fighter_url,name,nickname,height,weight,reach,stance,dob,wins,losses,draws,nc,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
http://www.ufcstats.com/fighter-details/6c7e25571490aa3b,George Sullivan,The Silencer,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",,,,,3.53,39%,2.42,,1.37,20%,38%,0.7
http://www.ufcstats.com/fighter-details/cc900af167fbedfd,Timothy Johnson,,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",,,,,3.43,45%,3.08,,1.09,24%,69%,0.0
http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Corey Anderson,Overtime,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",,,,,4.43,46%,2.22,,4.89,50%,83%,0.0
http://www.ufcstats.com/fighter-details/d0aaedcf7ccd0b45,Chris Daukaus,,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",,,,,6.05,50%,4.64,,0.00,0%,100%,0.0
http://www.ufcstats.com/fighter-details/1ebe20ebbfa15e29,Zhang Weili,Magnum,"5' 4""",115 lbs.,"63""",Switch,"Aug 13, 1989",,,,,4.66,52%,2.63,,1.96,44%,63%,0.5
http://www.ufcstats.com/fighter-details/ca80d72da81d7224,Michelle Montague,The Wild One,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993",,,,,2.77,48%,2.47,,3.50,53%,0%,0.0
http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf,Joaquim Silva,Netto BJJ,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",,,,,3.43,43%,4.17,,0.34,50%,70%,0.8
http://www.ufcstats.com/fighter-details/899923ff6ab13917,Bevon Lewis,,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",,,,,3.73,43%,2.67,,0.00,0%,66%,0.0
http://www.ufcstats.com/fighter-details/7826923b47f8d72a,Paddy Pimblett,The Baddy,"5' 10""",155 lbs.,"73""",Orthodox,"Jan 03, 1995",,,,,5.49,52%,3.89,,0.69,21%,44%,1.2
http://www.ufcstats.com/fighter-details/6cadfd8f1d9e7685,Che Mills,Beautiful,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",,,,,2.08,52%,2.87,,1.18,66%,58%,0.0
http://www.ufcstats.com/fighter-details/53ec9cb470e1a4ea,Jon Tuck,Super Saiyan,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",,,,,3.00,40%,3.74,,0.42,33%,50%,1.0
http://www.ufcstats.com/fighter-details/bf9bc96336922271,Alex Ricci,,"5' 11""",155 lbs.,--,Orthodox,"Jul 21, 1982",,,,,2.48,41%,2.53,,0.00,0%,64%,0.0
http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,Cortney Casey,Cast Iron,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",,,,,4.29,39%,4.00,,0.39,31%,39%,0.5
http://www.ufcstats.com/fighter-details/d0314416a7f26527,Michael McDonald,Mayday,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",,,,,2.69,42%,2.76,,1.09,66%,52%,1.4
http://www.ufcstats.com/fighter-details/cbf1c7ba5408a66f,Salim Touahri,Grizzly,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",,,,,2.60,46%,2.87,,0.00,0%,83%,0.0
http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,Ariane da Silva,Queen of Violence,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",,,,,4.05,41%,4.40,,0.47,38%,68%,0.3
http://www.ufcstats.com/fighter-details/72c4b253d2f5ebf2,Roman Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",,,,,1.95,39%,2.89,,1.77,18%,50%,0.0
http://www.ufcstats.com/fighter-details/7772b283d288dbe2,Guram Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",,,,,3.53,45%,4.22,,0.61,15%,75%,0.0
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy Abedi,Makambo,"5' 11""",185 lbs.,--,Southpaw,"Jun 30, 1978",,,,,2.80,55%,3.15,,3.47,57%,50%,1.3
http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,Yves Edwards,,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",,,,,2.91,42%,2.34,,0.76,53%,69%,0.7
http://www.ufcstats.com/fighter-details/7c9f96f9a6a5cd50,Brok Weaver,Chata Tuska,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",,,,,4.78,64%,4.35,,0.41,10%,66%,0.4
http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Andrei Arlovski,The Pitbull,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",,,,,3.82,45%,3.22,,0.37,35%,76%,0.2
http://www.ufcstats.com/fighter-details/470fedbc8563ac47,Daniel Omielanczuk,,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",,,,,3.09,57%,3.29,,0.56,26%,68%,0.1
http://www.ufcstats.com/fighter-details/48e96d9cea6d4ab0,Josh Clopton,The Gentleman,"5' 6""",145 lbs.,--,Orthodox,"Jul 11, 1981",,,,,1.60,64%,2.87,,2.00,66%,75%,0.0
http://www.ufcstats.com/fighter-details/d33da8a3d82bdb62,Kai Asakura,,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 31, 1993",,,,,2.27,32%,3.53,,0.00,0%,50%,0.0
http://www.ufcstats.com/fighter-details/f50d95223751e6ca,Russell Doane,,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",,,,,1.75,40%,1.68,,2.11,45%,52%,0.8
http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",,,,,4.48,41%,4.33,,0.61,16%,58%,0.1
http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef,Aaron Phillips,The Dragon,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",,,,,1.51,53%,3.66,,0.86,50%,44%,0.6
http://www.ufcstats.com/fighter-details/f215cfbd4ba3c270,Garreth McLellan,Soldier Boy,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",,,,,3.56,54%,2.94,,1.15,22%,34%,0.9
http://www.ufcstats.com/fighter-details/3e61082025db8137,Yosdenis Cedeno,Pink Panther,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",,,,,1.64,29%,1.60,,0.00,0%,31%,0.3
http://www.ufcstats.com/fighter-details/e06fd1260ac865a7,Yoji Anjo,Mr. 200%,"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967",,,,,0.00,0%,3.13,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,The Reaper,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",,,,,1.97,44%,2.64,,1.30,31%,33%,0.2
http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Frank Mir,,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",,,,,2.18,47%,3.84,,2.02,40%,54%,2.0
http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,The Black Beast,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",,,,,2.46,49%,2.57,,0.55,26%,52%,0.0
http://www.ufcstats.com/fighter-details/658c3465581ae46b,Pat Barry,HD,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",,,,,2.72,52%,3.54,,0.00,0%,76%,0.2
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,Adrian Yanez,,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 29, 1993",,,,,5.96,41%,5.24,,0.00,0%,75%,0.0
http://www.ufcstats.com/fighter-details/d9a56ecb6e94f02e,Evan Elder,The Phenom,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",,,,,5.66,50%,4.94,,0.48,15%,40%,0.5
http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",,,,,3.45,34%,3.78,,1.18,34%,60%,0.1
http://www.ufcstats.com/fighter-details/bc656db347f31e19,Mike Santiago,,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",,,,,3.44,49%,3.58,,2.66,50%,53%,1.1
http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea,Bobby Nash,,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",,,,,3.42,37%,3.95,,2.37,33%,100%,1.6
http://www.ufcstats.com/fighter-details/87f3bbf52e6c9dc9,Daniel Spohn,Dragon,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",,,,,2.42,49%,1.60,,0.00,0%,28%,2.5
http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d,Sam Stout,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",,,,,4.17,28%,4.08,,0.63,38%,77%,0.1
http://www.ufcstats.com/fighter-details/7a613f78dd7ee8f8,Bernardo Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,"Apr 08, 1981",,,,,1.80,27%,3.37,,0.00,0%,0%,0.5
http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf,Danny Castillo,Last Call,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",,,,,2.57,42%,1.96,,2.95,38%,63%,0.2
http://www.ufcstats.com/fighter-details/d967f0128c323de6,Daniel Cormier,DC,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",,,,,4.25,52%,2.92,,1.83,44%,80%,0.4
http://www.ufcstats.com/fighter-details/7e208569469c8bc8,Ruan Potts,Fangzz,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",,,,,0.85,37%,5.92,,0.75,16%,33%,2.3
http://www.ufcstats.com/fighter-details/4798e823ada58fe9,Veronica Hardy,,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",,,,,3.06,45%,3.24,,0.82,41%,51%,0.3
http://www.ufcstats.com/fighter-details/700a674c042b7a96,Cody Gibson,The Renegade,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",,,,,3.63,46%,3.22,,2.12,37%,69%,0.6
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,Yan Cabral,,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",,,,,2.02,47%,1.98,,2.89,35%,37%,1.2
http://www.ufcstats.com/fighter-details/9673a497a9da119a,Polyana Viana,Dama de Ferro,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",,,,,2.74,40%,2.50,,0.75,33%,35%,1.7
http://www.ufcstats.com/fighter-details/288aaa8f82040e02,Dante Rivera,,"6' 1""",185 lbs.,--,Southpaw,"Dec 08, 1974",,,,,2.27,53%,4.00,,0.00,0%,16%,0.0
http://www.ufcstats.com/fighter-details/6859f67468ba8489,Kevin Randleman,The Monster,"5' 10""",205 lbs.,--,Orthodox,"Aug 10, 1971",,,,,1.26,54%,1.12,,2.00,56%,30%,0.8
http://www.ufcstats.com/fighter-details/a78f7a9135eb6249,Terrance Saeteurn,Wrong Turn,"5' 6""",125 lbs.,"67""",Orthodox,"May 30, 1995",,,,,3.82,40%,3.82,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/6d48a2df51749d91,Antonio Trocoli,Malvado,"6' 5""",185 lbs.,"80""",Orthodox,"Dec 06, 1990",,,,,1.27,47%,5.30,,0.88,9%,42%,0.4
http://www.ufcstats.com/fighter-details/d1941565abf50b16,Jim Miller,A-10,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",,,,,2.92,42%,3.44,,1.50,45%,48%,1.7
http://www.ufcstats.com/fighter-details/712c4db78b9373d1,Joe Jordan,,"5' 6""",155 lbs.,--,Orthodox,"Jul 27, 1978",,,,,1.85,25%,4.27,,0.00,0%,66%,0.0
http://www.ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,Malhadinho,"6' 3""",225 lbs.,"79""",Orthodox,"Jun 26, 1991",,,,,2.23,62%,1.30,,5.64,55%,60%,1.7
http://www.ufcstats.com/fighter-details/01d2ed8c502e3828,Caros Fodor,The Future,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",,,,,2.76,54%,2.83,,2.10,25%,50%,0.0
http://www.ufcstats.com/fighter-details/22a92d7f62195791,Tony Ferguson,El Cucuy,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984",,,,,4.91,45%,4.37,,0.39,35%,66%,0.9
http://www.ufcstats.com/fighter-details/21321cdfba797c52,Derrick Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,"Aug 14, 1978",,,,,6.21,40%,3.79,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/7c0847d3854a95f2,Sean Salmon,,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",,,,,1.49,33%,2.03,,4.06,50%,0%,0.0
http://www.ufcstats.com/fighter-details/668222c99c5c311d,Matt Lucas,Luke Duke,"6' 1""",205 lbs.,--,,"Dec 27, 1973",,,,,1.27,48%,3.93,,1.00,10%,0%,0.0
http://www.ufcstats.com/fighter-details/30cad5a751adcb48,Alibi Idiris,,"5' 6""",125 lbs.,"68""",Orthodox,"Oct 22, 1994",,,,,2.51,44%,2.64,,3.25,31%,66%,0.0
http://www.ufcstats.com/fighter-details/1ddb480b601cefb1,Chance Rencountre,Black Eagle,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",,,,,1.10,20%,3.62,,1.35,26%,16%,0.3
http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb,Reese Andy,Riptide,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973",,,,,2.87,50%,3.50,,0.67,20%,40%,0.0
http://www.ufcstats.com/fighter-details/38c5817ade8a8014,Ivana Petrovic,,"5' 8""",125 lbs.,"70""",Southpaw,"Jun 11, 1994",,,,,1.91,41%,2.05,,2.12,38%,61%,0.8
http://www.ufcstats.com/fighter-details/8d9586726252dbf7,Kevin Casey,King,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",,,,,2.27,53%,3.76,,0.79,22%,27%,0.4
http://www.ufcstats.com/fighter-details/c295de4e10acd4c9,Isaac Vallie-Flagg,,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",,,,,5.56,47%,5.60,,0.20,12%,58%,0.0
http://www.ufcstats.com/fighter-details/d747eb273a40a920,Claudio Puelles,Prince of Peru,"5' 10""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",,,,,1.54,46%,2.62,,3.29,33%,60%,1.0
http://www.ufcstats.com/fighter-details/44470bfd9483c7ad,Katsunori Kikuno,,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",,,,,2.64,40%,2.47,,1.88,75%,76%,0.8
http://www.ufcstats.com/fighter-details/fa8b9e6b0c2269f8,Jason Dent,Dynamite,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",,,,,2.01,39%,3.70,,0.00,0%,26%,1.4
http://www.ufcstats.com/fighter-details/303a05a7aa3ff761,Richard Walsh,Filthy Rich,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",,,,,3.84,46%,2.72,,1.55,40%,66%,0.2
http://www.ufcstats.com/fighter-details/ccf5dc41417e9daf,Juan Espino,El Guapo,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",,,,,2.38,70%,1.95,,8.93,78%,50%,2.4
http://www.ufcstats.com/fighter-details/b6850671a008bf9a,Felice Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",,,,,3.84,37%,5.19,,1.08,28%,75%,0.8
http://www.ufcstats.com/fighter-details/49590e0508b2c19f,David Levicki,,"6' 5""",275 lbs.,--,,--,,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/cfaf010d5b389c09,Mike Wilkinson,The Warrior,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",,,,,2.35,38%,3.70,,0.92,14%,55%,0.9
http://www.ufcstats.com/fighter-details/a3dda21be645be93,Jean-Paul Lebosnoyani,Mufasa,"5' 11""",170 lbs.,"72""",Switch,"Jan 27, 1999",,,,,4.77,61%,3.72,,2.79,30%,0%,1.9
http://www.ufcstats.com/fighter-details/8a0be41c0380188d,Charlie Valencia,,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",,,,,2.58,37%,2.61,,1.40,53%,75%,0.5
http://www.ufcstats.com/fighter-details/31dbfbe4e7a6727c,Trey Waters,The Truth,"6' 5""",170 lbs.,"77""",Orthodox,"Feb 21, 1995",,,,,6.39,44%,5.83,,0.40,33%,85%,0.8
http://www.ufcstats.com/fighter-details/f348d05403fad037,Dan Bobish,,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",,,,,2.06,44%,1.74,,2.44,42%,0%,1.6
http://www.ufcstats.com/fighter-details/809bd1a871491508,Terrance McKinney,T. Wrecks,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",,,,,6.53,55%,3.45,,3.31,40%,72%,2.1
http://www.ufcstats.com/fighter-details/0bc697c5936a2d0a,Trevor Peek,,"5' 9""",145 lbs.,"70""",Switch,"Jan 09, 1995",,,,,4.39,53%,3.88,,1.45,50%,52%,0.0
http://www.ufcstats.com/fighter-details/cd12227edd3f134b,Keith Wisniewski,The Polish Connection,"6' 0""",170 lbs.,--,Orthodox,"Oct 25, 1981",,,,,2.32,52%,4.86,,1.57,40%,78%,0.3
http://www.ufcstats.com/fighter-details/744e098e065cfdbe,Ricardo Romero,,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978",,,,,2.17,55%,4.77,,1.63,10%,100%,3.3
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,Drakkar Klose,,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",,,,,4.25,55%,3.65,,1.49,26%,69%,0.0
http://www.ufcstats.com/fighter-details/df2cf66d8c0123db,Noe Hernandez,,--,--,--,Orthodox,--,,,,,0.00,0%,0.00,,0.00,0%,0%,0.0
http://www.ufcstats.com/fighter-details/f7a7f7118d4b01b6,Lyoto Machida,The Dragon,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",,,,,2.59,53%,1.57,,1.21,65%,75%,0.4
http://www.ufcstats.com/fighter-details/ff62013d2fce6d13,Nazim Sadykhov,Black Wolf,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",,,,,4.79,49%,5.49,,1.10,45%,72%,0.2
http://www.ufcstats.com/fighter-details/12585614e0ed2626,Nick Maximov,,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",,,,,1.93,45%,2.64,,4.16,45%,35%,0.2
